 -9.9915E+00  8.5092E-05
 -9.9796E+00  9.8043E-05
 -9.9677E+00  1.1323E-04
 -9.9558E+00  1.3051E-04
 -9.9439E+00  1.4966E-04
 -9.9319E+00  1.7037E-04
 -9.9200E+00  1.9226E-04
 -9.9081E+00  2.1496E-04
 -9.8962E+00  2.3812E-04
 -9.8843E+00  2.6146E-04
 -9.8724E+00  2.8484E-04
 -9.8605E+00  3.0826E-04
 -9.8486E+00  3.3191E-04
 -9.8367E+00  3.5620E-04
 -9.8248E+00  3.8170E-04
 -9.8129E+00  4.0915E-04
 -9.8010E+00  4.3940E-04
 -9.7890E+00  4.7334E-04
 -9.7771E+00  5.1182E-04
 -9.7652E+00  5.5554E-04
 -9.7533E+00  6.0495E-04
 -9.7414E+00  6.6018E-04
 -9.7295E+00  7.2092E-04
 -9.7176E+00  7.8640E-04
 -9.7057E+00  8.5531E-04
 -9.6938E+00  9.2587E-04
 -9.6819E+00  9.9582E-04
 -9.6700E+00  1.0625E-03
 -9.6580E+00  1.1231E-03
 -9.6461E+00  1.1745E-03
 -9.6342E+00  1.2139E-03
 -9.6223E+00  1.2388E-03
 -9.6104E+00  1.2472E-03
 -9.5985E+00  1.2378E-03
 -9.5866E+00  1.2104E-03
 -9.5747E+00  1.1658E-03
 -9.5628E+00  1.1061E-03
 -9.5509E+00  1.0344E-03
 -9.5390E+00  9.5533E-04
 -9.5271E+00  8.7421E-04
 -9.5151E+00  7.9732E-04
 -9.5032E+00  7.3140E-04
 -9.4913E+00  6.8335E-04
 -9.4794E+00  6.5983E-04
 -9.4675E+00  6.6688E-04
 -9.4556E+00  7.0959E-04
 -9.4437E+00  7.9173E-04
 -9.4318E+00  9.1553E-04
 -9.4199E+00  1.0816E-03
 -9.4080E+00  1.2887E-03
 -9.3961E+00  1.5341E-03
 -9.3841E+00  1.8138E-03
 -9.3722E+00  2.1227E-03
 -9.3603E+00  2.4552E-03
 -9.3484E+00  2.8061E-03
 -9.3365E+00  3.1709E-03
 -9.3246E+00  3.5467E-03
 -9.3127E+00  3.9332E-03
 -9.3008E+00  4.3331E-03
 -9.2889E+00  4.7527E-03
 -9.2770E+00  5.2026E-03
 -9.2651E+00  5.6974E-03
 -9.2531E+00  6.2563E-03
 -9.2412E+00  6.9022E-03
 -9.2293E+00  7.6613E-03
 -9.2174E+00  8.5622E-03
 -9.2055E+00  9.6349E-03
 -9.1936E+00  1.0909E-02
 -9.1817E+00  1.2412E-02
 -9.1698E+00  1.4170E-02
 -9.1579E+00  1.6201E-02
 -9.1460E+00  1.8518E-02
 -9.1341E+00  2.1125E-02
 -9.1222E+00  2.4016E-02
 -9.1102E+00  2.7176E-02
 -9.0983E+00  3.0574E-02
 -9.0864E+00  3.4172E-02
 -9.0745E+00  3.7917E-02
 -9.0626E+00  4.1746E-02
 -9.0507E+00  4.5587E-02
 -9.0388E+00  4.9361E-02
 -9.0269E+00  5.2984E-02
 -9.0150E+00  5.6370E-02
 -9.0031E+00  5.9436E-02
 -8.9912E+00  6.2101E-02
 -8.9792E+00  6.4294E-02
 -8.9673E+00  6.5954E-02
 -8.9554E+00  6.7034E-02
 -8.9435E+00  6.7500E-02
 -8.9316E+00  6.7336E-02
 -8.9197E+00  6.6542E-02
 -8.9078E+00  6.5136E-02
 -8.8959E+00  6.3150E-02
 -8.8840E+00  6.0634E-02
 -8.8721E+00  5.7650E-02
 -8.8602E+00  5.4272E-02
