-9	-4	1.1597e-08
-9	-3.9665	1.1597e-08
-9	-3.9331	1.1597e-08
-9	-3.8996	1.1597e-08
-9	-3.8661	1.1597e-08
-9	-3.8326	1.1597e-08
-9	-3.7992	1.1597e-08
-9	-3.7657	1.1597e-08
-9	-3.7322	1.1597e-08
-9	-3.6987	1.1597e-08
-9	-3.6653	1.1597e-08
-9	-3.6318	1.1597e-08
-9	-3.5983	1.1597e-08
-9	-3.5649	1.1597e-08
-9	-3.5314	1.1597e-08
-9	-3.4979	1.1597e-08
-9	-3.4644	1.1597e-08
-9	-3.431	1.1597e-08
-9	-3.3975	1.1597e-08
-9	-3.364	1.1597e-08
-9	-3.3305	1.1597e-08
-9	-3.2971	1.1597e-08
-9	-3.2636	1.1597e-08
-9	-3.2301	1.1597e-08
-9	-3.1967	1.1597e-08
-9	-3.1632	1.1597e-08
-9	-3.1297	1.1597e-08
-9	-3.0962	1.1597e-08
-9	-3.0628	1.1597e-08
-9	-3.0293	1.1597e-08
-9	-2.9958	1.1597e-08
-9	-2.9623	1.1597e-08
-9	-2.9289	1.1597e-08
-9	-2.8954	1.1597e-08
-9	-2.8619	1.1597e-08
-9	-2.8285	1.1597e-08
-9	-2.795	1.1597e-08
-9	-2.7615	1.1597e-08
-9	-2.728	1.1597e-08
-9	-2.6946	1.1597e-08
-9	-2.6611	1.1597e-08
-9	-2.6276	1.1597e-08
-9	-2.5941	1.1597e-08
-9	-2.5607	1.1597e-08
-9	-2.5272	1.1597e-08
-9	-2.4937	1.1597e-08
-9	-2.4603	1.1597e-08
-9	-2.4268	1.1597e-08
-9	-2.3933	1.1597e-08
-9	-2.3598	1.1597e-08
-9	-2.3264	1.1597e-08
-9	-2.2929	1.1597e-08
-9	-2.2594	1.1597e-08
-9	-2.2259	1.1597e-08
-9	-2.1925	1.1597e-08
-9	-2.159	1.1597e-08
-9	-2.1255	1.1597e-08
-9	-2.0921	1.1597e-08
-9	-2.0586	1.1597e-08
-9	-2.0251	1.1597e-08
-9	-1.9916	1.1597e-08
-9	-1.9582	1.1597e-08
-9	-1.9247	1.1597e-08
-9	-1.8912	1.1597e-08
-9	-1.8577	1.1597e-08
-9	-1.8243	1.1597e-08
-9	-1.7908	1.1597e-08
-9	-1.7573	1.1597e-08
-9	-1.7238	1.1597e-08
